,File Path,Label
441,FaceSwap/441_439.mp4,FAKE
447,FaceSwap/447_431.mp4,FAKE
449,FaceSwap/449_451.mp4,FAKE
451,FaceSwap/451_449.mp4,FAKE
465,FaceSwap/465_482.mp4,FAKE
474,FaceSwap/474_281.mp4,FAKE
477,FaceSwap/477_487.mp4,FAKE
479,FaceSwap/479_706.mp4,FAKE
482,FaceSwap/482_465.mp4,FAKE
484,FaceSwap/484_415.mp4,FAKE
487,FaceSwap/487_477.mp4,FAKE
489,FaceSwap/489_022.mp4,FAKE
491,FaceSwap/491_226.mp4,FAKE
499,FaceSwap/499_539.mp4,FAKE
500,FaceSwap/500_592.mp4,FAKE
502,FaceSwap/502_504.mp4,FAKE
504,FaceSwap/504_502.mp4,FAKE
508,FaceSwap/508_831.mp4,FAKE
517,FaceSwap/517_521.mp4,FAKE
521,FaceSwap/521_517.mp4,FAKE
524,FaceSwap/524_580.mp4,FAKE
539,FaceSwap/539_499.mp4,FAKE
569,FaceSwap/569_921.mp4,FAKE
580,FaceSwap/580_524.mp4,FAKE
586,FaceSwap/586_223.mp4,FAKE
592,FaceSwap/592_500.mp4,FAKE
595,FaceSwap/595_597.mp4,FAKE
597,FaceSwap/597_595.mp4,FAKE
607,FaceSwap/607_683.mp4,FAKE
611,FaceSwap/611_760.mp4,FAKE
637,FaceSwap/637_427.mp4,FAKE
638,FaceSwap/638_640.mp4,FAKE
640,FaceSwap/640_638.mp4,FAKE
664,FaceSwap/664_668.mp4,FAKE
668,FaceSwap/668_664.mp4,FAKE
671,FaceSwap/671_677.mp4,FAKE
674,FaceSwap/674_744.mp4,FAKE
677,FaceSwap/677_671.mp4,FAKE
683,FaceSwap/683_607.mp4,FAKE
695,FaceSwap/695_422.mp4,FAKE
706,FaceSwap/706_479.mp4,FAKE
735,FaceSwap/735_774.mp4,FAKE
739,FaceSwap/739_865.mp4,FAKE
743,FaceSwap/743_750.mp4,FAKE
744,FaceSwap/744_674.mp4,FAKE
745,FaceSwap/745_777.mp4,FAKE
748,FaceSwap/748_355.mp4,FAKE
750,FaceSwap/750_743.mp4,FAKE
760,FaceSwap/760_611.mp4,FAKE
774,FaceSwap/774_735.mp4,FAKE
777,FaceSwap/777_745.mp4,FAKE
778,FaceSwap/778_798.mp4,FAKE
798,FaceSwap/798_778.mp4,FAKE
803,FaceSwap/803_017.mp4,FAKE
807,FaceSwap/807_273.mp4,FAKE
817,FaceSwap/817_827.mp4,FAKE
824,FaceSwap/824_419.mp4,FAKE
827,FaceSwap/827_817.mp4,FAKE
831,FaceSwap/831_508.mp4,FAKE
843,FaceSwap/843_859.mp4,FAKE
847,FaceSwap/847_906.mp4,FAKE
859,FaceSwap/859_843.mp4,FAKE
862,FaceSwap/862_047.mp4,FAKE
865,FaceSwap/865_739.mp4,FAKE
874,FaceSwap/874_291.mp4,FAKE
876,FaceSwap/876_891.mp4,FAKE
891,FaceSwap/891_876.mp4,FAKE
892,FaceSwap/892_112.mp4,FAKE
899,FaceSwap/899_914.mp4,FAKE
901,FaceSwap/901_902.mp4,FAKE
902,FaceSwap/902_901.mp4,FAKE
906,FaceSwap/906_847.mp4,FAKE
910,FaceSwap/910_911.mp4,FAKE
911,FaceSwap/911_910.mp4,FAKE
914,FaceSwap/914_899.mp4,FAKE
921,FaceSwap/921_569.mp4,FAKE
939,FaceSwap/939_115.mp4,FAKE
944,FaceSwap/944_032.mp4,FAKE
961,FaceSwap/961_069.mp4,FAKE
964,FaceSwap/964_174.mp4,FAKE
975,FaceSwap/975_978.mp4,FAKE
978,FaceSwap/978_975.mp4,FAKE
