,File Path,Label
827,FaceShifter/827_817.mp4,FAKE
831,FaceShifter/831_508.mp4,FAKE
836,FaceShifter/836_950.mp4,FAKE
843,FaceShifter/843_859.mp4,FAKE
847,FaceShifter/847_906.mp4,FAKE
854,FaceShifter/854_747.mp4,FAKE
859,FaceShifter/859_843.mp4,FAKE
865,FaceShifter/865_739.mp4,FAKE
871,FaceShifter/871_814.mp4,FAKE
876,FaceShifter/876_891.mp4,FAKE
882,FaceShifter/882_952.mp4,FAKE
890,FaceShifter/890_837.mp4,FAKE
891,FaceShifter/891_876.mp4,FAKE
892,FaceShifter/892_112.mp4,FAKE
895,FaceShifter/895_915.mp4,FAKE
902,FaceShifter/902_901.mp4,FAKE
904,FaceShifter/904_046.mp4,FAKE
910,FaceShifter/910_911.mp4,FAKE
911,FaceShifter/911_910.mp4,FAKE
914,FaceShifter/914_899.mp4,FAKE
921,FaceShifter/921_569.mp4,FAKE
925,FaceShifter/925_933.mp4,FAKE
936,FaceShifter/936_931.mp4,FAKE
944,FaceShifter/944_032.mp4,FAKE
960,FaceShifter/960_999.mp4,FAKE
961,FaceShifter/961_069.mp4,FAKE
965,FaceShifter/965_948.mp4,FAKE
971,FaceShifter/971_564.mp4,FAKE
975,FaceShifter/975_978.mp4,FAKE
979,FaceShifter/979_875.mp4,FAKE
998,FaceShifter/998_561.mp4,FAKE
999,FaceShifter/999_960.mp4,FAKE
