video_id,label,frame_folder,split
349.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/349.mp4,train
350.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/350.mp4,train
349_350.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/349_350.mp4,train
350_349.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/350_349.mp4,train
427.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/427.mp4,train
637.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/637.mp4,train
427_637.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/427_637.mp4,train
637_427.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/637_427.mp4,train
826.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/826.mp4,train
833.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/833.mp4,train
826_833.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/826_833.mp4,train
833_826.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/833_826.mp4,train
566.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/566.mp4,train
617.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/617.mp4,train
566_617.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/566_617.mp4,train
617_566.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/617_566.mp4,train
508.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/508.mp4,train
831.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/831.mp4,train
508_831.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/508_831.mp4,train
831_508.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/831_508.mp4,train
712.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/712.mp4,train
716.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/716.mp4,train
712_716.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/712_716.mp4,train
716_712.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/716_712.mp4,train
009.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/009.mp4,train
027.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/027.mp4,train
009_027.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/009_027.mp4,train
027_009.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/027_009.mp4,train
876.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/876.mp4,train
891.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/891.mp4,train
876_891.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/876_891.mp4,train
891_876.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/891_876.mp4,train
422.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/422.mp4,train
695.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/695.mp4,train
422_695.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/422_695.mp4,train
695_422.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/695_422.mp4,train
384.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/384.mp4,train
932.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/932.mp4,train
384_932.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/384_932.mp4,train
932_384.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/932_384.mp4,train
417.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/417.mp4,train
496.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/496.mp4,train
417_496.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/417_496.mp4,train
496_417.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/496_417.mp4,train
353.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/353.mp4,train
383.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/383.mp4,train
353_383.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/353_383.mp4,train
383_353.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/383_353.mp4,train
194.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/194.mp4,train
235.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/235.mp4,train
194_235.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/194_235.mp4,train
235_194.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/235_194.mp4,train
260.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/260.mp4,train
331.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/331.mp4,train
260_331.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/260_331.mp4,train
331_260.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/331_260.mp4,train
372.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/372.mp4,train
413.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/413.mp4,train
372_413.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/372_413.mp4,train
413_372.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/413_372.mp4,train
049.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/049.mp4,train
946.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/946.mp4,train
049_946.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/049_946.mp4,train
946_049.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/946_049.mp4,train
478.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/478.mp4,train
506.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/506.mp4,train
478_506.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/478_506.mp4,train
506_478.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/506_478.mp4,train
025.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/025.mp4,train
067.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/067.mp4,train
025_067.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/025_067.mp4,train
067_025.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/067_025.mp4,train
801.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/801.mp4,train
855.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/855.mp4,train
801_855.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/801_855.mp4,train
855_801.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/855_801.mp4,train
093.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/093.mp4,train
121.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/121.mp4,train
093_121.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/093_121.mp4,train
121_093.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/121_093.mp4,train
382.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/382.mp4,train
409.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/409.mp4,train
382_409.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/382_409.mp4,train
409_382.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/409_382.mp4,train
238.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/238.mp4,train
282.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/282.mp4,train
238_282.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/238_282.mp4,train
282_238.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/282_238.mp4,train
665.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/665.mp4,train
679.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/679.mp4,train
665_679.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/665_679.mp4,train
679_665.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/679_665.mp4,train
361.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/361.mp4,train
448.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/448.mp4,train
361_448.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/361_448.mp4,train
448_361.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/448_361.mp4,train
246.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/246.mp4,train
258.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/258.mp4,train
246_258.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/246_258.mp4,train
258_246.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/258_246.mp4,train
281.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/281.mp4,train
474.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/474.mp4,train
281_474.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/281_474.mp4,train
474_281.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/474_281.mp4,train
730.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/730.mp4,train
815.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/815.mp4,train
730_815.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/730_815.mp4,train
815_730.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/815_730.mp4,train
210.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/210.mp4,train
241.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/241.mp4,train
210_241.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/210_241.mp4,train
241_210.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/241_210.mp4,train
218.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/218.mp4,train
239.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/239.mp4,train
218_239.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/218_239.mp4,train
239_218.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/239_218.mp4,train
573.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/573.mp4,train
757.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/757.mp4,train
573_757.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/573_757.mp4,train
757_573.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/757_573.mp4,train
278.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/278.mp4,train
306.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/306.mp4,train
278_306.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/278_306.mp4,train
306_278.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/306_278.mp4,train
272.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/272.mp4,train
396.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/396.mp4,train
272_396.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/272_396.mp4,train
396_272.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/396_272.mp4,train
133.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/133.mp4,train
148.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/148.mp4,train
133_148.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/133_148.mp4,train
148_133.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/148_133.mp4,train
145.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/145.mp4,train
299.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/299.mp4,train
145_299.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/145_299.mp4,train
299_145.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/299_145.mp4,train
812.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/812.mp4,train
821.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/821.mp4,train
812_821.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/812_821.mp4,train
821_812.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/821_812.mp4,train
536.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/536.mp4,train
540.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/540.mp4,train
536_540.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/536_540.mp4,train
540_536.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/540_536.mp4,train
060.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/060.mp4,train
088.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/088.mp4,train
060_088.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/060_088.mp4,train
088_060.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/088_060.mp4,train
325.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/325.mp4,train
492.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/492.mp4,train
325_492.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/325_492.mp4,train
492_325.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/492_325.mp4,train
524.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/524.mp4,train
580.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/580.mp4,train
524_580.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/524_580.mp4,train
580_524.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/580_524.mp4,train
196.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/196.mp4,train
310.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/310.mp4,train
196_310.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/196_310.mp4,train
310_196.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/310_196.mp4,train
179.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/179.mp4,train
212.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/212.mp4,train
179_212.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/179_212.mp4,train
212_179.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/212_179.mp4,train
643.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/643.mp4,train
646.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/646.mp4,train
643_646.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/643_646.mp4,train
646_643.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/646_643.mp4,train
288.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/288.mp4,train
321.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/321.mp4,train
288_321.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/288_321.mp4,train
321_288.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/321_288.mp4,train
669.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/669.mp4,train
682.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/682.mp4,train
669_682.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/669_682.mp4,train
682_669.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/682_669.mp4,train
044.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/044.mp4,train
945.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/945.mp4,train
044_945.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/044_945.mp4,train
945_044.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/945_044.mp4,train
257.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/257.mp4,train
420.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/420.mp4,train
257_420.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/257_420.mp4,train
420_257.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/420_257.mp4,train
005.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/005.mp4,train
010.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/010.mp4,train
005_010.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/005_010.mp4,train
010_005.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/010_005.mp4,train
138.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/138.mp4,train
142.mp4,real,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/real/142.mp4,train
138_142.mp4,deepfake,/kaggle/input/dataset/Extracted_Faces/Extracted_Faces/deepfake/138_142.mp4,train
